"","go_id","pval","padj","description","full_go","cluster"
"661","GO:0045861",3.99120380569109e-05,0.00158294526996786,"negative regulation of proteolysis","GO:0045861 negative regulation of proteolysis",3
"662","GO:0051603",4.00696056619197e-05,0.0015852413145452,"proteolysis involved in cellular protein catabolic process","GO:0051603 proteolysis involved in cellular protein catabolic process",3
"663","GO:0002819",4.0450396200901e-05,0.00159633523865789,"regulation of adaptive immune response","GO:0002819 regulation of adaptive immune response",3
"664","GO:0045944",4.28633150633646e-05,0.00168737169001918,"positive regulation of transcription by RNA polymerase II","GO:0045944 positive regulation of transcription by RNA polymerase II",3
"665","GO:0032502",4.35938464141985e-05,0.00171189267499114,"developmental process","GO:0032502 developmental process",3
"666","GO:0030041",4.49757632292686e-05,0.00176180920787756,"actin filament polymerization","GO:0030041 actin filament polymerization",3
"667","GO:0006886",4.74634563252003e-05,0.00185261868188345,"intracellular protein transport","GO:0006886 intracellular protein transport",3
"668","GO:0035994",4.75269380161247e-05,0.00185261868188345,"response to muscle stretch","GO:0035994 response to muscle stretch",3
"669","GO:2001235",4.99034900698328e-05,0.00194050148183526,"positive regulation of apoptotic signaling pathway","GO:2001235 positive regulation of apoptotic signaling pathway",3
"670","GO:0050921",5.0812251562391e-05,0.00196622396313447,"positive regulation of chemotaxis","GO:0050921 positive regulation of chemotaxis",3
"671","GO:1903322",5.0812251562391e-05,0.00196622396313447,"positive regulation of protein modification by small protein conjugation or removal","GO:1903322 positive regulation of protein modification by small protein conjugation or removal",3
"672","GO:0031400",5.18457868244353e-05,0.00200134804285393,"negative regulation of protein modification process","GO:0031400 negative regulation of protein modification process",3
"673","GO:0031327",5.23600536785571e-05,0.00201630579589291,"negative regulation of cellular biosynthetic process","GO:0031327 negative regulation of cellular biosynthetic process",3
"674","GO:0051254",5.3816154756155e-05,0.00206239066323347,"positive regulation of RNA metabolic process","GO:0051254 positive regulation of RNA metabolic process",3
"675","GO:1901565",5.38040901145089e-05,0.00206239066323347,"organonitrogen compound catabolic process","GO:1901565 organonitrogen compound catabolic process",3
"676","GO:0010592",5.66107702038056e-05,0.0021642732916378,"positive regulation of lamellipodium assembly","GO:0010592 positive regulation of lamellipodium assembly",3
"677","GO:0043281",5.68313162660103e-05,0.00216749461365618,"regulation of cysteine-type endopeptidase activity involved in apoptotic process","GO:0043281 regulation of cysteine-type endopeptidase activity involved in apoptotic process",3
"678","GO:0051346",5.74028907916866e-05,0.00218405639988273,"negative regulation of hydrolase activity","GO:0051346 negative regulation of hydrolase activity",3
"679","GO:0006900",5.75462881401924e-05,0.00218428679375088,"vesicle budding from membrane","GO:0006900 vesicle budding from membrane",3
"680","GO:0051253",5.92756245845155e-05,0.00224457031760032,"negative regulation of RNA metabolic process","GO:0051253 negative regulation of RNA metabolic process",3
"681","GO:1901654",5.98739719056809e-05,0.00226184239712102,"response to ketone","GO:1901654 response to ketone",3
"682","GO:0038095",6.04788975929757e-05,0.00227389216860209,"Fc-epsilon receptor signaling pathway","GO:0038095 Fc-epsilon receptor signaling pathway",3
"683","GO:0097300",6.03862422538282e-05,0.00227389216860209,"programmed necrotic cell death","GO:0097300 programmed necrotic cell death",3
"684","GO:0048513",6.09684901765069e-05,0.00228689355605464,"animal organ development","GO:0048513 animal organ development",3
"685","GO:0090066",6.1274838349011e-05,0.00229297653906511,"regulation of anatomical structure size","GO:0090066 regulation of anatomical structure size",3
"686","GO:0032755",6.27186794401108e-05,0.00234149736576414,"positive regulation of interleukin-6 production","GO:0032755 positive regulation of interleukin-6 production",3
"687","GO:1903507",6.36018770517358e-05,0.00236890925674662,"negative regulation of nucleic acid-templated transcription","GO:1903507 negative regulation of nucleic acid-templated transcription",3
"688","GO:0033157",6.66234054054032e-05,0.00245841911732606,"regulation of intracellular protein transport","GO:0033157 regulation of intracellular protein transport",3
"689","GO:0051091",6.66234054054032e-05,0.00245841911732606,"positive regulation of DNA-binding transcription factor activity","GO:0051091 positive regulation of DNA-binding transcription factor activity",3
"690","GO:0070498",6.62795656114327e-05,0.00245841911732606,"interleukin-1-mediated signaling pathway","GO:0070498 interleukin-1-mediated signaling pathway",3
"691","GO:1901575",6.63368821923985e-05,0.00245841911732606,"organic substance catabolic process","GO:1901575 organic substance catabolic process",3
"692","GO:0030029",6.71081198531516e-05,0.00246486729363631,"actin filament-based process","GO:0030029 actin filament-based process",3
"693","GO:0030307",6.70473947713497e-05,0.00246486729363631,"positive regulation of cell growth","GO:0030307 positive regulation of cell growth",3
"694","GO:0006928",6.76008025544622e-05,0.00247154750304866,"movement of cell or subcellular component","GO:0006928 movement of cell or subcellular component",3
"695","GO:0010951",6.7563454134293e-05,0.00247154750304866,"negative regulation of endopeptidase activity","GO:0010951 negative regulation of endopeptidase activity",3
"696","GO:1902679",6.79649404106034e-05,0.00247916149607852,"negative regulation of RNA biosynthetic process","GO:1902679 negative regulation of RNA biosynthetic process",3
"697","GO:1903508",6.99242928764142e-05,0.00254479623319563,"positive regulation of nucleic acid-templated transcription","GO:1903508 positive regulation of nucleic acid-templated transcription",3
"698","GO:0000302",7.08725910399849e-05,0.00257341937876694,"response to reactive oxygen species","GO:0000302 response to reactive oxygen species",3
"699","GO:0000165",7.13489299825844e-05,0.00258481408301372,"MAPK cascade","GO:0000165 MAPK cascade",3
"700","GO:0051130",7.17586665325079e-05,0.00259374961939319,"positive regulation of cellular component organization","GO:0051130 positive regulation of cellular component organization",3
"701","GO:1902680",7.20736464433335e-05,0.00259922737649609,"positive regulation of RNA biosynthetic process","GO:1902680 positive regulation of RNA biosynthetic process",3
"702","GO:0010759",7.34828393524739e-05,0.00262622713946459,"positive regulation of macrophage chemotaxis","GO:0010759 positive regulation of macrophage chemotaxis",3
"703","GO:0031293",7.34828393524739e-05,0.00262622713946459,"membrane protein intracellular domain proteolysis","GO:0031293 membrane protein intracellular domain proteolysis",3
"704","GO:0032930",7.34828393524739e-05,0.00262622713946459,"positive regulation of superoxide anion generation","GO:0032930 positive regulation of superoxide anion generation",3
"705","GO:0051546",7.34828393524739e-05,0.00262622713946459,"keratinocyte migration","GO:0051546 keratinocyte migration",3
"706","GO:0048856",7.48742491018073e-05,0.00266995528635682,"anatomical structure development","GO:0048856 anatomical structure development",3
"707","GO:0051591",7.54409701843464e-05,0.00268414583850525,"response to cAMP","GO:0051591 response to cAMP",3
"708","GO:1902743",7.59027050926624e-05,0.00269454603078952,"regulation of lamellipodium organization","GO:1902743 regulation of lamellipodium organization",3
"709","GO:0070555",7.67301459652368e-05,0.00271785354439004,"response to interleukin-1","GO:0070555 response to interleukin-1",3
"710","GO:0006596",7.8767205798663e-05,0.00276537227598662,"polyamine biosynthetic process","GO:0006596 polyamine biosynthetic process",3
"711","GO:0010889",7.8767205798663e-05,0.00276537227598662,"regulation of sequestering of triglyceride","GO:0010889 regulation of sequestering of triglyceride",3
"712","GO:0034314",7.85566893404506e-05,0.00276537227598662,"Arp2/3 complex-mediated actin nucleation","GO:0034314 Arp2/3 complex-mediated actin nucleation",3
"713","GO:0070423",7.85566893404506e-05,0.00276537227598662,"nucleotide-binding oligomerization domain containing signaling pathway","GO:0070423 nucleotide-binding oligomerization domain containing signaling pathway",3
"714","GO:0045935",8.0764292760475e-05,0.00282924077546827,"positive regulation of nucleobase-containing compound metabolic process","GO:0045935 positive regulation of nucleobase-containing compound metabolic process",3
"715","GO:0048869",8.12584039470385e-05,0.00284029375027187,"cellular developmental process","GO:0048869 cellular developmental process",3
"716","GO:0043406",8.28871691180695e-05,0.00289087179310039,"positive regulation of MAP kinase activity","GO:0043406 positive regulation of MAP kinase activity",3
"717","GO:0061061",8.33587474038185e-05,0.00290095737135739,"muscle structure development","GO:0061061 muscle structure development",3
"718","GO:0110053",8.37094637370559e-05,0.00290680198968152,"regulation of actin filament organization","GO:0110053 regulation of actin filament organization",3
"719","GO:0002753",8.45293583964973e-05,0.00292887781250086,"cytoplasmic pattern recognition receptor signaling pathway","GO:0002753 cytoplasmic pattern recognition receptor signaling pathway",3
"720","GO:0006511",8.86043324826104e-05,0.00305031363455323,"ubiquitin-dependent protein catabolic process","GO:0006511 ubiquitin-dependent protein catabolic process",3
"721","GO:0008064",8.88012583499839e-05,0.00305031363455323,"regulation of actin polymerization or depolymerization","GO:0008064 regulation of actin polymerization or depolymerization",3
"722","GO:0030154",8.8705430685678e-05,0.00305031363455323,"cell differentiation","GO:0030154 cell differentiation",3
"723","GO:0090316",8.88012583499839e-05,0.00305031363455323,"positive regulation of intracellular protein transport","GO:0090316 positive regulation of intracellular protein transport",3
"724","GO:0043408",9.00076480247945e-05,0.00308508972884985,"regulation of MAPK cascade","GO:0043408 regulation of MAPK cascade",3
"725","GO:0006897",9.52526002878374e-05,0.00325644632723727,"endocytosis","GO:0006897 endocytosis",3
"726","GO:0043122",9.5416498270408e-05,0.00325644632723727,"regulation of I-kappaB kinase/NF-kappaB signaling","GO:0043122 regulation of I-kappaB kinase/NF-kappaB signaling",3
"727","GO:0051258",9.68463973582957e-05,0.00329816938669451,"protein polymerization","GO:0051258 protein polymerization",3
"728","GO:0030832",9.74356026858696e-05,0.00330408491495964,"regulation of actin filament length","GO:0030832 regulation of actin filament length",3
"729","GO:1902745",9.73377493166308e-05,0.00330408491495964,"positive regulation of lamellipodium organization","GO:1902745 positive regulation of lamellipodium organization",3
"730","GO:0019882",9.88729723913996e-05,0.00333858970894442,"antigen processing and presentation","GO:0019882 antigen processing and presentation",3
"731","GO:1903706",9.88321576090965e-05,0.00333858970894442,"regulation of hemopoiesis","GO:1903706 regulation of hemopoiesis",3
"732","GO:1901216",9.93999583008634e-05,0.00334927317122231,"positive regulation of neuron death","GO:1901216 positive regulation of neuron death",3
"733","GO:0035872",0.000100550320501709,0.00338087166439573,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","GO:0035872 nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",3
"734","GO:0010035",0.000103576540209683,0.00347527699471477,"response to inorganic substance","GO:0010035 response to inorganic substance",3
"735","GO:0043620",0.000107623473654325,0.0036034604736808,"regulation of DNA-templated transcription in response to stress","GO:0043620 regulation of DNA-templated transcription in response to stress",3
"736","GO:0007033",0.00010922808632922,0.0036495031197057,"vacuole organization","GO:0007033 vacuole organization",3
"737","GO:0070661",0.000111507933047201,0.00371786617858006,"leukocyte proliferation","GO:0070661 leukocyte proliferation",3
"738","GO:0010324",0.000112905403210857,0.0037487422393851,"membrane invagination","GO:0010324 membrane invagination",3
"739","GO:0048013",0.000112905403210857,0.0037487422393851,"ephrin receptor signaling pathway","GO:0048013 ephrin receptor signaling pathway",3
"740","GO:0032479",0.000114535182976827,0.00379493239596552,"regulation of type I interferon production","GO:0032479 regulation of type I interferon production",3
"741","GO:0019941",0.000117527932255922,0.00388599632972597,"modification-dependent protein catabolic process","GO:0019941 modification-dependent protein catabolic process",3
"742","GO:0009612",0.000118514058383006,0.00391047216706084,"response to mechanical stimulus","GO:0009612 response to mechanical stimulus",3
"743","GO:0002253",0.00012207635864849,0.00401967372245463,"activation of immune response","GO:0002253 activation of immune response",3
"744","GO:0099024",0.000126162237193026,0.0041456285543758,"plasma membrane invagination","GO:0099024 plasma membrane invagination",3
"745","GO:0051050",0.000127247729614038,0.00417267606552919,"positive regulation of transport","GO:0051050 positive regulation of transport",3
"746","GO:0010591",0.000127793257561267,0.00417653455297647,"regulation of lamellipodium assembly","GO:0010591 regulation of lamellipodium assembly",3
"747","GO:0031328",0.00012811515525718,0.00417653455297647,"positive regulation of cellular biosynthetic process","GO:0031328 positive regulation of cellular biosynthetic process",3
"748","GO:0043410",0.000128153223205012,0.00417653455297647,"positive regulation of MAPK cascade","GO:0043410 positive regulation of MAPK cascade",3
"749","GO:0033673",0.000129722847168691,0.00421720193139624,"negative regulation of kinase activity","GO:0033673 negative regulation of kinase activity",3
"750","GO:2000117",0.000129931397534215,0.00421720193139624,"negative regulation of cysteine-type endopeptidase activity","GO:2000117 negative regulation of cysteine-type endopeptidase activity",3
"751","GO:1902043",0.000130382888734909,0.00422323719437879,"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","GO:1902043 positive regulation of extrinsic apoptotic signaling pathway via death domain receptors",3
"752","GO:0045444",0.000133252410081403,0.00430741123970452,"fat cell differentiation","GO:0045444 fat cell differentiation",3
"753","GO:0006979",0.000133572215016794,0.00430899088768173,"response to oxidative stress","GO:0006979 response to oxidative stress",3
"754","GO:0010466",0.000138621253880941,0.00446029533750241,"negative regulation of peptidase activity","GO:0010466 negative regulation of peptidase activity",3
"755","GO:0090087",0.000138823326965776,0.00446029533750241,"regulation of peptide transport","GO:0090087 regulation of peptide transport",3
"756","GO:0031334",0.000139870274980655,0.00447741761595409,"positive regulation of protein-containing complex assembly","GO:0031334 positive regulation of protein-containing complex assembly",3
"757","GO:0051403",0.000139919300498565,0.00447741761595409,"stress-activated MAPK cascade","GO:0051403 stress-activated MAPK cascade",3
"758","GO:0036294",0.000140267123947589,0.00447953481779611,"cellular response to decreased oxygen levels","GO:0036294 cellular response to decreased oxygen levels",3
"759","GO:0032606",0.000143522879683194,0.00456517575696305,"type I interferon production","GO:0032606 type I interferon production",3
"760","GO:0048524",0.000143325703009818,0.00456517575696305,"positive regulation of viral process","GO:0048524 positive regulation of viral process",3
"761","GO:0045104",0.00014444402697156,0.00458530499991157,"intermediate filament cytoskeleton organization","GO:0045104 intermediate filament cytoskeleton organization",3
"762","GO:0032642",0.000146663339629608,0.00461677557477891,"regulation of chemokine production","GO:0032642 regulation of chemokine production",3
"763","GO:0033002",0.000146886848644249,0.00461677557477891,"muscle cell proliferation","GO:0033002 muscle cell proliferation",3
"764","GO:0042594",0.000146886848644249,0.00461677557477891,"response to starvation","GO:0042594 response to starvation",3
"765","GO:0043154",0.000146233332889226,0.00461677557477891,"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","GO:0043154 negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",3
"766","GO:0071456",0.000146886848644249,0.00461677557477891,"cellular response to hypoxia","GO:0071456 cellular response to hypoxia",3
"767","GO:0002720",0.000149799125878766,0.00469902425636272,"positive regulation of cytokine production involved in immune response","GO:0002720 positive regulation of cytokine production involved in immune response",3
"768","GO:0019068",0.000160393017734259,0.00501157279773212,"virion assembly","GO:0019068 virion assembly",3
"769","GO:1902622",0.000160393017734259,0.00501157279773212,"regulation of neutrophil migration","GO:1902622 regulation of neutrophil migration",3
"770","GO:0043618",0.000161892404080915,0.00504850351863308,"regulation of transcription from RNA polymerase II promoter in response to stress","GO:0043618 regulation of transcription from RNA polymerase II promoter in response to stress",3
"771","GO:0042554",0.000165818661280747,0.00516082189629941,"superoxide anion generation","GO:0042554 superoxide anion generation",3
"772","GO:0007264",0.000166733324713485,0.00517915389891264,"small GTPase mediated signal transduction","GO:0007264 small GTPase mediated signal transduction",3
"773","GO:0034654",0.00016716594820143,0.00518247025379249,"nucleobase-containing compound biosynthetic process","GO:0034654 nucleobase-containing compound biosynthetic process",3
"774","GO:0002718",0.000169019530253317,0.0052297404847252,"regulation of cytokine production involved in immune response","GO:0002718 regulation of cytokine production involved in immune response",3
"775","GO:1903844",0.000172126580267492,0.00531553617975571,"regulation of cellular response to transforming growth factor beta stimulus","GO:1903844 regulation of cellular response to transforming growth factor beta stimulus",3
"776","GO:2000116",0.000172526811798457,0.00531757057140052,"regulation of cysteine-type endopeptidase activity","GO:2000116 regulation of cysteine-type endopeptidase activity",3
"777","GO:0045103",0.000176674859821154,0.00543488775743837,"intermediate filament-based process","GO:0045103 intermediate filament-based process",3
"778","GO:0002429",0.000178430185903288,0.00546773348093622,"immune response-activating cell surface receptor signaling pathway","GO:0002429 immune response-activating cell surface receptor signaling pathway",3
"779","GO:0002757",0.000178430185903288,0.00546773348093622,"immune response-activating signal transduction","GO:0002757 immune response-activating signal transduction",3
"780","GO:2001242",0.000181412732616957,0.00554843865296171,"regulation of intrinsic apoptotic signaling pathway","GO:2001242 regulation of intrinsic apoptotic signaling pathway",3
"781","GO:0071214",0.000183474283563531,0.00558999043255632,"cellular response to abiotic stimulus","GO:0071214 cellular response to abiotic stimulus",3
"782","GO:0104004",0.000183474283563531,0.00558999043255632,"cellular response to environmental stimulus","GO:0104004 cellular response to environmental stimulus",3
"783","GO:0043632",0.000193867647325667,0.00589535576112316,"modification-dependent macromolecule catabolic process","GO:0043632 modification-dependent macromolecule catabolic process",3
"784","GO:0050920",0.000194750111752706,0.0059108888880058,"regulation of chemotaxis","GO:0050920 regulation of chemotaxis",3
"785","GO:0050764",0.000195150313393672,0.00591175349373898,"regulation of phagocytosis","GO:0050764 regulation of phagocytosis",3
"786","GO:0016043",0.000197298788017248,0.00596547514187513,"cellular component organization","GO:0016043 cellular component organization",3
"787","GO:0043903",0.000198662315434514,0.00599530448704081,"regulation of symbiotic process","GO:0043903 regulation of symbiotic process",3
"788","GO:0043471",0.000204547219500724,0.00616121018738546,"regulation of cellular carbohydrate catabolic process","GO:0043471 regulation of cellular carbohydrate catabolic process",3
"789","GO:0034134",0.000205559520396543,0.00616833700450306,"toll-like receptor 2 signaling pathway","GO:0034134 toll-like receptor 2 signaling pathway",3
"790","GO:1901222",0.00020543751817325,0.00616833700450306,"regulation of NIK/NF-kappaB signaling","GO:1901222 regulation of NIK/NF-kappaB signaling",3
"791","GO:0009891",0.00021090321851686,0.00631676984424132,"positive regulation of biosynthetic process","GO:0009891 positive regulation of biosynthetic process",3
"792","GO:0031663",0.000214533043266826,0.00640137621034823,"lipopolysaccharide-mediated signaling pathway","GO:0031663 lipopolysaccharide-mediated signaling pathway",3
"793","GO:0032613",0.000214533043266826,0.00640137621034823,"interleukin-10 production","GO:0032613 interleukin-10 production",3
"794","GO:0060429",0.000216740518861752,0.00645513335576275,"epithelium development","GO:0060429 epithelium development",3
"795","GO:0032611",0.000222446668754783,0.0066003578729031,"interleukin-1 beta production","GO:0032611 interleukin-1 beta production",3
"796","GO:0062207",0.000222446668754783,0.0066003578729031,"regulation of pattern recognition receptor signaling pathway","GO:0062207 regulation of pattern recognition receptor signaling pathway",3
"797","GO:0032928",0.000226561845350836,0.00670994336770892,"regulation of superoxide anion generation","GO:0032928 regulation of superoxide anion generation",3
"798","GO:0051223",0.000230706629599349,0.0068199967233235,"regulation of protein transport","GO:0051223 regulation of protein transport",3
"799","GO:0002367",0.000243753035078769,0.00719229734673977,"cytokine production involved in immune response","GO:0002367 cytokine production involved in immune response",3
"800","GO:0032570",0.000247723707630018,0.00729592193731077,"response to progesterone","GO:0032570 response to progesterone",3
"801","GO:0070647",0.000255787336348224,0.00751948576207421,"protein modification by small protein conjugation or removal","GO:0070647 protein modification by small protein conjugation or removal",3
"802","GO:0070949",0.000261630336979242,0.00764883985168724,"regulation of neutrophil mediated killing of symbiont cell","GO:0070949 regulation of neutrophil mediated killing of symbiont cell",3
"803","GO:1903971",0.000261630336979242,0.00764883985168724,"positive regulation of response to macrophage colony-stimulating factor","GO:1903971 positive regulation of response to macrophage colony-stimulating factor",3
"804","GO:1903974",0.000261630336979242,0.00764883985168724,"positive regulation of cellular response to macrophage colony-stimulating factor stimulus","GO:1903974 positive regulation of cellular response to macrophage colony-stimulating factor stimulus",3
"805","GO:0044237",0.00026251747354927,0.00766069339326164,"cellular metabolic process","GO:0044237 cellular metabolic process",3
"806","GO:0007010",0.000265692868892905,0.00773915638621386,"cytoskeleton organization","GO:0007010 cytoskeleton organization",3
"807","GO:0002755",0.000270375966033143,0.007858988773505,"MyD88-dependent toll-like receptor signaling pathway","GO:0002755 MyD88-dependent toll-like receptor signaling pathway",3
"808","GO:0044265",0.000270795136310409,0.007858988773505,"cellular macromolecule catabolic process","GO:0044265 cellular macromolecule catabolic process",3
"809","GO:0034121",0.000280212352256732,0.00808801678818705,"regulation of toll-like receptor signaling pathway","GO:0034121 regulation of toll-like receptor signaling pathway",3
"810","GO:0042246",0.000280212352256732,0.00808801678818705,"tissue regeneration","GO:0042246 tissue regeneration",3
"811","GO:2000026",0.000280064200155168,0.00808801678818705,"regulation of multicellular organismal development","GO:2000026 regulation of multicellular organismal development",3
"812","GO:0045089",0.00028428433412241,0.0081906848729761,"positive regulation of innate immune response","GO:0045089 positive regulation of innate immune response",3
"813","GO:0002532",0.000292265851748689,0.00840541791358254,"production of molecular mediator involved in inflammatory response","GO:0002532 production of molecular mediator involved in inflammatory response",3
"814","GO:0010638",0.00029405092524809,0.00842628092819032,"positive regulation of organelle organization","GO:0010638 positive regulation of organelle organization",3
"815","GO:0045893",0.000293925122941746,0.00842628092819032,"positive regulation of transcription, DNA-templated","GO:0045893 positive regulation of transcription, DNA-templated",3
"816","GO:0080135",0.00029561500083587,0.00845586505988071,"regulation of cellular response to stress","GO:0080135 regulation of cellular response to stress",3
"817","GO:0007178",0.000302072059520042,0.00862505212676256,"transmembrane receptor protein serine/threonine kinase signaling pathway","GO:0007178 transmembrane receptor protein serine/threonine kinase signaling pathway",3
"818","GO:0009620",0.000304492636531896,0.00867858582688759,"response to fungus","GO:0009620 response to fungus",3
"819","GO:0006098",0.000311141047919833,0.00882065459200894,"pentose-phosphate shunt","GO:0006098 pentose-phosphate shunt",3
"820","GO:0006595",0.000311141047919833,0.00882065459200894,"polyamine metabolic process","GO:0006595 polyamine metabolic process",3
"821","GO:0030730",0.000311141047919833,0.00882065459200894,"sequestering of triglyceride","GO:0030730 sequestering of triglyceride",3
"822","GO:0006641",0.000325121997532926,0.00916797916447455,"triglyceride metabolic process","GO:0006641 triglyceride metabolic process",3
"823","GO:0030593",0.000325121997532926,0.00916797916447455,"neutrophil chemotaxis","GO:0030593 neutrophil chemotaxis",3
"824","GO:0042116",0.000325121997532926,0.00916797916447455,"macrophage activation","GO:0042116 macrophage activation",3
"825","GO:1905898",0.000340240106460936,0.00957730735071632,"positive regulation of response to endoplasmic reticulum stress","GO:1905898 positive regulation of response to endoplasmic reticulum stress",3
"826","GO:0030833",0.000345743164764949,0.00971501641770627,"regulation of actin filament polymerization","GO:0030833 regulation of actin filament polymerization",3
"827","GO:0032612",0.000347532724008695,0.00974807838207105,"interleukin-1 production","GO:0032612 interleukin-1 production",3
"828","GO:0030511",0.000351274419225925,0.00980117256731423,"positive regulation of transforming growth factor beta receptor signaling pathway","GO:0030511 positive regulation of transforming growth factor beta receptor signaling pathway",3
"829","GO:1903846",0.000351274419225925,0.00980117256731423,"positive regulation of cellular response to transforming growth factor beta stimulus","GO:1903846 positive regulation of cellular response to transforming growth factor beta stimulus",3
"830","GO:2000406",0.000351274419225925,0.00980117256731423,"positive regulation of T cell migration","GO:2000406 positive regulation of T cell migration",3
"831","GO:0019438",0.000352706342617873,0.00982389084587504,"aromatic compound biosynthetic process","GO:0019438 aromatic compound biosynthetic process",3
"832","GO:0033619",0.000355471347964774,0.00988359496159399,"membrane protein proteolysis","GO:0033619 membrane protein proteolysis",3
"833","GO:0051495",0.000362950519951133,0.0100739355485215,"positive regulation of cytoskeleton organization","GO:0051495 positive regulation of cytoskeleton organization",3
"834","GO:0006469",0.000363681172590142,0.0100766295624976,"negative regulation of protein kinase activity","GO:0006469 negative regulation of protein kinase activity",3
"835","GO:0032757",0.000373342525836362,0.0103084019633707,"positive regulation of interleukin-8 production","GO:0032757 positive regulation of interleukin-8 production",3
"836","GO:1900015",0.000373342525836362,0.0103084019633707,"regulation of cytokine production involved in inflammatory response","GO:1900015 regulation of cytokine production involved in inflammatory response",3
"837","GO:0006513",0.000379063207632438,0.0104482170783125,"protein monoubiquitination","GO:0006513 protein monoubiquitination",3
"838","GO:0071260",0.000386403135340378,0.0106321028796771,"cellular response to mechanical stimulus","GO:0071260 cellular response to mechanical stimulus",3
"839","GO:0032271",0.000391135991933806,0.0107437423414771,"regulation of protein polymerization","GO:0032271 regulation of protein polymerization",3
"840","GO:0010557",0.000394819298083893,0.0108262174426314,"positive regulation of macromolecule biosynthetic process","GO:0010557 positive regulation of macromolecule biosynthetic process",3
"841","GO:0017015",0.000403012977690039,0.0110129182082172,"regulation of transforming growth factor beta receptor signaling pathway","GO:0017015 regulation of transforming growth factor beta receptor signaling pathway",3
"842","GO:0031398",0.000403012977690039,0.0110129182082172,"positive regulation of protein ubiquitination","GO:0031398 positive regulation of protein ubiquitination",3
"843","GO:0042542",0.000407551264028267,0.0111178307085859,"response to hydrogen peroxide","GO:0042542 response to hydrogen peroxide",3
"844","GO:0006366",0.00041035644805113,0.0111751865578856,"transcription by RNA polymerase II","GO:0006366 transcription by RNA polymerase II",3
"845","GO:0000079",0.000414339854543704,0.0112479056876364,"regulation of cyclin-dependent protein serine/threonine kinase activity","GO:0000079 regulation of cyclin-dependent protein serine/threonine kinase activity",3
"846","GO:0002573",0.000414441192967488,0.0112479056876364,"myeloid leukocyte differentiation","GO:0002573 myeloid leukocyte differentiation",3
"847","GO:0070663",0.000420381209852835,0.011389681024701,"regulation of leukocyte proliferation","GO:0070663 regulation of leukocyte proliferation",3
"848","GO:0097191",0.000421235958330184,0.0113934297300736,"extrinsic apoptotic signaling pathway","GO:0097191 extrinsic apoptotic signaling pathway",3
"849","GO:0051348",0.000423252326761734,0.0114285314173491,"negative regulation of transferase activity","GO:0051348 negative regulation of transferase activity",3
"850","GO:1902410",0.000426666943268902,0.0115012051961841,"mitotic cytokinetic process","GO:1902410 mitotic cytokinetic process",3
"851","GO:0061041",0.000449144521652527,0.0120866234726934,"regulation of wound healing","GO:0061041 regulation of wound healing",3
"852","GO:0044262",0.000451576383548497,0.0121315385201948,"cellular carbohydrate metabolic process","GO:0044262 cellular carbohydrate metabolic process",3
"853","GO:0032943",0.000462422687037796,0.0124019737177894,"mononuclear cell proliferation","GO:0032943 mononuclear cell proliferation",3
"854","GO:0010952",0.000476867556373738,0.01276784783934,"positive regulation of peptidase activity","GO:0010952 positive regulation of peptidase activity",3
"855","GO:0001818",0.000481566609344943,0.0128503948909765,"negative regulation of cytokine production","GO:0001818 negative regulation of cytokine production",3
"856","GO:0071356",0.000481566609344943,0.0128503948909765,"cellular response to tumor necrosis factor","GO:0071356 cellular response to tumor necrosis factor",3
"857","GO:0018130",0.000489635838304331,0.0130438331195847,"heterocycle biosynthetic process","GO:0018130 heterocycle biosynthetic process",3
"858","GO:0055088",0.000494377642172972,0.0131481304700986,"lipid homeostasis","GO:0055088 lipid homeostasis",3
"859","GO:0032627",0.000499777232561133,0.0132474285110871,"interleukin-23 production","GO:0032627 interleukin-23 production",3
"860","GO:0032667",0.000499777232561133,0.0132474285110871,"regulation of interleukin-23 production","GO:0032667 regulation of interleukin-23 production",3
"861","GO:0016051",0.000522667505176548,0.0138311214680995,"carbohydrate biosynthetic process","GO:0016051 carbohydrate biosynthetic process",3
"862","GO:0032653",0.000526125522574346,0.0138534773361298,"regulation of interleukin-10 production","GO:0032653 regulation of interleukin-10 production",3
"863","GO:0048193",0.000525329414797671,0.0138534773361298,"Golgi vesicle transport","GO:0048193 Golgi vesicle transport",3
"864","GO:0070265",0.000526125522574346,0.0138534773361298,"necrotic cell death","GO:0070265 necrotic cell death",3
"865","GO:0038061",0.000532280158508039,0.0139923696543998,"NIK/NF-kappaB signaling","GO:0038061 NIK/NF-kappaB signaling",3
"866","GO:0043588",0.000543956853286584,0.0142522072399832,"skin development","GO:0043588 skin development",3
"867","GO:0062197",0.000543956853286584,0.0142522072399832,"cellular response to chemical stress","GO:0062197 cellular response to chemical stress",3
"868","GO:0040029",0.000558267477021281,0.0146031018989251,"regulation of gene expression, epigenetic","GO:0040029 regulation of gene expression, epigenetic",3
"869","GO:0051701",0.000563878342712888,0.0147256505131458,"interaction with host","GO:0051701 interaction with host",3
"870","GO:0016579",0.000576013494590472,0.0150178993737162,"protein deubiquitination","GO:0016579 protein deubiquitination",3
